,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
18,Aprilia,Tuono V4 Factory,18.499 €,A,Deportiva,2018,www.aprilia.com/es_ES,Inyección electrónica,Eléctrico,"52,30 mm",Cuatro tiempos,1.077 cc,Gasolina sin plomo 95/98,"81,00 mm",V4 a 65 grados longitudinal,DOHC Doble arbol de levas,Electrónico,4,4,121 nm,175 cv,Líquida,9.000 rpm,11.000 rpm,Multidisco en baño de aceite con sistema antirrebote,Cadena,Doble viga,Manual con quick shifter electronic system (AQS),Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla invertida,130 mm,Monoamortiguador,120/70-17,"3,5x17",190/55-17,"6,00x17",ABS Bosch 9.1 ajustable con 3 mapas y con asistencia en curva,330 mm,2,4,Disco,220 mm,2,Disco,825 mm,18 l,1.450 mm,2.072 mm,6,"100,00 mm","27,00 grados",Sachs (Ohlins en la Factory),Brembo M50,Monobloque radial,Brembo,209 kg,Sachs (Ohlins en la Factory),Brembo,,,,,,,,,,,
19,Aprilia,SX 125 2018,3.674 €,A1,Deportiva,2018,www.aprilia.com/es_ES,Inyección electrónica,Eléctrico,"47,00 mm",Cuatro Tiempos,124 cc,Gasolina sin plomo 95,"58,00 mm",Vertical,DOHC (doble árbol de levas),Electrónico,2,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo de acero,41 mm,240 mm,Horquilla invertida,220 mm,Monoamortiguador,100/80-17,"2,5x17",130/70-18,"3,5x17",ABS,300 mm,1,2,Disco,220 mm,,Disco,,,,,6,,,,,Flotante,,,,,,,,,,,,,,,
20,Aprilia,RX 125 2018,3.674 €,A1,Offroad,2018,www.aprilia.com/es_ES,Inyección electrónica,Eléctrico,"47,00 mm",Cuatro Tiempos,124 cc,Gasolina sin plomo 95,"58,00 mm",Vertical,DOHC (doble árbol de levas),Electrónico,2,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo de acero,41 mm,240 mm,Horquilla invertida,220 mm,Monoamortiguador,90/90-21,"1,85x21",120/80-18,"2,15x18",ABS,260 mm,1,2,Disco,220 mm,,Disco,,,,,6,,,,,Flotante,,,,,,,,,,,,,,,
21,Aprilia,SX 50 Factory 2018,3.529 €,AM,Deportiva,2018,www.aprilia.com/es_ES,Carburador controlado electrónicamente,Pedal,"40,00 mm",Dos tiempos,50 cc,Gasolina sin plomo 95 con mezcla,"39,88 mm",,,Electrónico,1,,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Manual,Acero,Doble brazo de aluminio,37 mm,170 mm,Horquilla telescópica (Invertida en la Factory),200 mm,Monoamortiguador,100/80-17,"2,75x17",130/70-17,"3,50x17",,260 mm,1,2,Disco,220 mm,1,Disco,875 mm,7 l,1.395 mm,2.055 mm,6,,,,,,,104 kg,,,,,,,,,,,,,
22,Aprilia,RX 50 2018,3.679 €,AM,Offroad,2018,www.aprilia.com/es_ES,Carburador controlado electrónicamente,Pedal,"40,00 mm",Dos tiempos,50 cc,Gasolina sin plomo 95 con mezcla,"39,88 mm",,,Electrónico,1,,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Manual,Acero,Doble brazo de acero,37 mm,170 mm,Horquilla telescópica (Invertida en la Factory),200 mm,Monoamortiguador,80/90-21,"1,60x21",110/80-18,"1,85x18",,260 mm,1,2,Disco,220 mm,1,Disco,880 mm,7 l,1.395 mm,2.105 mm,6,,,,,,,104 kg,,,,,,,,,,,,,
23,Aprilia,SR 50 Motard 2018,2.819 €,AM,Scooter,2018,www.aprilia.com/es_ES,Carburador con gestión electrónica,Automático,"39,30 mm",2T,49 cc,Gasolina sin plomo 95,"40,00 mm",Vertical,,Electrónico transistorizado por descarga inductiva,1,,,,Aire forzado,,,Automático centrífugo en seco,Correa,Simple cuna desdoblado,Automático,Acero,Motor,,,Horquilla telescópica hidraúlica,,Amortiguador,120/70-14,14,10/70-14,14,CBS,220 mm,1,2,Disco,140 mm,2,Disco,797 mm,7 l,,,,,,,,,,,,,,,,,,,,,,,
24,Aprilia,SR 50 R 2018,2.819 €,AM,Scooter,2018,www.aprilia.com/es_ES,Carburador con gestión electrónica,Automático,"39,30 mm",2T,49 cc,Gasolina sin plomo 95,"40,00 mm",Vertical,,Electrónico transistorizado por descarga inductiva,1,,,,Líquida,,,Automático centrífugo en seco,Correa,Simple cuna desdoblado,Automático,Acero,Motor,,,Horquilla telescópica hidraúlica,,Amortiguador,130/60-13,"3,5x13",130/60-13,"3,5x13",CBS,190 mm,1,2,Disco,190 mm,2,Disco,795 mm,7 l,,,,,,,,,,,,,,,,,,,,,,,
25,Aprilia,RSV4 RF 2018,24.037 €,A,Deportiva,2018,www.aprilia.com/es_ES,"Inyección electrónica con 4 cuerpos de mariposas con 8 inyectores y mando Raid by Wire. Tres mapas de motor Race, Track y Sport",Eléctrico,"52,30 mm",4 Tiempos,999 cc,Gasolina sin plomo 98,"78,00 mm",4 en V a 65 grados,DOHC,Electrónico digital Magneti Marelli,4,4,115 nm,201 cv,Líquida,10.500 rpm,13.000 rpm,Multidisco en baño de aceite con sistema antirrebote,Cadena,Doble viga con elementos fundidos y secciones estampadas en chapa de aluminio,Hidraúlico,Aluminio,Doble brazo asimétrico,43 mm,120 mm,Horquilla invertida,130 mm,Monoamortiguador con sistema progresivo,120/70 ZR17,"3,5x17",200/55 ZR17,6x17,ABS Bosch 9.1 con asistencia en curva,330 mm,2,4,Disco,220 mm,2,Disco,845 mm,18 l,1.435 mm,2.055 mm,6,"104,80 mm","25,00 grados",Sachs,Brembo,Monobloque,Brembo,204 kg,,Brembo,,,,,,,,,,,
26,Aprilia,Dorsoduro 900 2017,9.599 €,A,Deportiva,2017,www.aprilia.com/es_ES,Inyección electrónica,Eléctrico,"67,40 mm",Cuatro Tiempos,896 cc,Gasolina sin plomo 95/98,"92,00 mm",En V a 90 grados,DOHC,Electrónico,2,4,90 nm,95 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Estructura multitubular,Hidráulico,Acero y aluminio,Doble brazo de aluminio,41 mm,170 mm,Horquilla invertida,160 mm,Monoamortiguador hidráulico,120/70-17,"3,50x17",160/55-17,"6,00x17",ABS Continental de dos canales,320 mm,2,4,Disco,240 mm,2,Disco,870 mm,12 l,1.515 mm,2.185 mm,6,"108,00 mm","26,00 grados",Kayaba,,Radial,,121 kg,,,,,,,,,,,,,
27,Aprilia,Tuono 125 2017,4.399 €,A1,Naked,2017,http://www.aprilia.com/es_ES/,Inyección electrónica,Eléctrico,"47,00 mm",4 Tiempos,124 cc,Gasolina Sin Plomo 95,"58,00 mm",Monocilíndrico,DOHC,Electrónico CDI,1,4,,,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo,41 mm,110 mm,Horquilla invertida,130 mm,Monoamortiguador,100/80 17,"17x2,75",130/70 17,"17x3,5",ABS,300 mm,,4,Disco,220 mm,1,Disco,,14 l,,,6,,,Paioli,,,,,,,,,,,,,,,,,
28,Aprilia,Shiver 900 2017,N.D.,A,Naked,2017,http://www.aprilia.com/es_ES/,Inyección electrónica con acelerador Ride Wy Wire,Eléctrico,"56,40 mm",4 Tiempos,896 cc,Gasolina Sin Plomo 95,"92,00 mm",2 en V a 90 grados,DOHC,Electrónico,2,4,90 nm,95 cv,Líquida,6.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena,Estructura tubular,Hidraúlico,Acero,Doble brazo,41 mm,120 mm,Horquilla invertida,130 mm,Monoamortiguador con sistema progresivo,120/70 ZR 17,"17x3,5",180/55 ZR 17,"17x5,5",ABS,320 mm,2,4,Disco flotante,240 mm,1,Disco lobulado,,15 l,,,6,,,Kayaba,,,,,,,,,,,,,,,,,
29,Aprilia,RSV4 RR 2017,20.537 €,A,Deportiva,2017,http://www.aprilia.com/es_ES/,"Inyección electrónica con 4 cuerpos de mariposas con 8 inyectores y mando Raid by Wire. Tres mapas de motor Race, Track y Sport",Eléctrico,"52,30 mm",4 Tiempos,999 cc,Gasolina sin plomo 98,"78,00 mm",4 en V a 65 grados,DOHC,Electrónico digital Magneti Marelli,4,4,115 nm,201 cv,Líquida,10.500 rpm,13.000 rpm,Multidisco en baño de aceite con sistema antirrebote,Cadena,Doble viga con elementos fundidos y secciones estampadas en chapa de aluminio,Hidraúlico,Aluminio,Doble brazo asimétrico,43 mm,120 mm,Horquilla invertida,130 mm,Monoamortiguador con sistema progresivo,120/70 ZR17,"17x3,5",200/55 ZR17,"17x6,0",ABS,330 mm,2,4,Disco,220 mm,2,Disco,845 mm,18 l,,2.040 mm,6,"105,00 mm","24,00 grados",Sachs,Brembo,,Brembo,180 kg,,Brembo,,,,,,,,,,,
30,Aprilia,RSV4 RF 2017,24.037 €,A,Deportiva,2017,http://www.aprilia.com/es_ES/,"Inyección electrónica con 4 cuerpos de mariposas con 8 inyectores y mando Raid by Wire. Tres mapas de motor Race, Track y Sport",Eléctrico,"52,00 mm",4 Tiempos,999 cc,Gasolina sin plomo 98,"78,00 mm",4 en V a 65 grados,DOHC,Electrónico digital Magneti Marelli,4,4,115 nm,201 cv,Líquida,10.500 rpm,13.000 rpm,Multidisco en baño de aceite con sistema antirrebote,Cadena,Doble viga con elementos fundidos y secciones estampadas en chapa de aluminio,Hidraúlico,Aluminio,Doble brazo asimétrico,43 mm,120 mm,Horquilla invertida,130 mm,Monoamortiguador con sistema progresivo,120/70 ZR17,"17x3,5",200/55 ZR17,"17x6,0",ABS,330 mm,2,4,Disco,220 mm,2,Disco,845 mm,18 l,,2.040 mm,6,"105,00 mm","24,00 grados",Öhlins,Brembo,,Brembo,180 kg,,Brembo,,,,,,,,,,,
31,Aprilia,RS 125 2017,5.179 €,A1,Deportiva,2017,http://www.aprilia.com/es_ES,Inyección electrónica,Eléctrico,"47,00 mm",4T,124 cc,Gasolina sin plomo 95,"58,00 mm",,DOHC,Electrónico CDI,1,4,11 nm,15 cv,Líquida,8.250 rpm,10.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Asimétrico,41 mm,110 mm,Horquilla invertida,130 mm,Monoamortiguador,100/80 ZR 17,17x2'75,130/70 ZR 17,17x3'5,ABS,300 mm,1,4,Disco,218 mm,1,Disco,820 mm,14 l,1.353 mm,1.968 mm,6,,,,,,,,,,,,,,,,,,,,
32,Aprilia,Dorsoduro 750,9.843 €,A/A2,Trail,2016,www.aprilia.com,Inyección electrónica ride by wire,Automático,"56,40 mm",4T,749 cc,Gasolina sin plomo 95/98,"92,00 mm",En V a 90º,DOHC,Electrónico CDI,2,4,82 nm,92 cv,Líquida,4.500 rpm,8.750 rpm,Multidisco en baño de aceite,Cadena de retenes,Multitubular,Hidraúlico,Acero,Doble brazo de aluminio,43 mm,160 mm,Horquilla hidráulica invertida,160 mm,Amortiguador,120/70-17,"3,50-17""",180/55-17,"6-17""",ABS de serie,320 mm,2,4,Disco flotante,240 mm,1,Disco,870 mm,12 l,1.505 mm,2.216 mm,6,"108,00 mm","26,00 grados",,,Radial,,,,,,,,,,,,,,,
