,Marca de la moto,Modelo,Precio de la moto,Tipo de Carné,Tipo de moto,Versión / Año,Web del fabricante,Alimentación,Arranque,Carrera,Ciclo,Cilindrada,Combustible,Diámetro,Disposición,Distribución,Encendido,Número de cilindros,Número de válvulas por cilindro,Par Máximo Declarado,Potencia Máxima Declarada,Refrigeración,Régimen de par máximo,Regimen de potencia máxima,Embrague,Secundaria,Tipo,Tipo de accionamiento,Material,Basculante,Delantera barra,Delantera recorrido,Delantera tipo,Trasera recorrido,Trasera tipo,Delantera,Delantera llanta,Trasera,Trasera llanta,Asistencia a la frenada,Delantero diámetro,Delantero número de discos,Delantero pinza número de pistones,Delantero tipo,Trasero diámetro,Trasero pinza número de pistones,Trasero tipo,Altura asiento,Capacidad depósito,Distancia entre ejes,Longitud total,Número de velocidades,Avance,Lanzamiento,Delantera marca,Delantero marca pinza,Delantero pinza,Trasero marca pinza,Peso en seco declarado,Trasera marca,Delantero marca bomba,Tipo de motor eléctrico,Velocidad máxima carretera,Autonomía en ciudad,Tipo de batería,Capacidad,Tiempo de carga 100% (enchufe convencional),Tiempo de carga 80% (enchufe convencional),Tiempo de carga 100% (enchufe rápido),Tiempo de carga 80% (enchufe rápido),Distancia mínima al suelo,Autonomía en carretera
560,Kawasaki,ZX 10 R,18.649 €,A,Deportiva,2016,http://www.kawasaki-cp.khi.co.jp/,Inyección electrónica Keihin,Automático,"55,00 mm",4T,998 cc,Gasolina sin plomo 95/98,"76,00 mm",En línea,DOHC,Digital,4,4,114 nm,200 cv,Líquida,11.500 rpm,13.000 rpm,Multidisco en baño de aceite,Cadena de retenes,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla telescópica invertida con cámara de compresión externa,,Amortiguador con carga de gas y sistema Back-link,120/70-17,"17""",190/55-17,"17""",ABS-KIBS,330 mm,2,4,Disco semiflotante,220 mm,1,Disco,835 mm,17 l,1.440 mm,2.090 mm,6,"107,00 mm","25,00 grados",Showa,Brembo,Radial monobloque,Nissin,204 kg,,Brembo,,,,,,,,,,,
561,Kawasaki,KLX 125,3.450 €,A1,Trail,2016,http://www.kawasaki-cp.khi.co.jp/,Inyección electrónica,Automático,"54,40 mm",4T,125 cc,Gasolina sin plomo 95/98,"54,00 mm",En línea,SOHC,Digital,1,2,10 nm,10 cv,Aire,6.400 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,33 mm,175 mm,Horquilla telescópica,,Amortiguador,70/100-19,"19""",90/100-16,"16""",,240 mm,1,2,Disco,190 mm,1,Disco,830 mm,7 l,1.285 mm,1.980 mm,5,,,,,,Nissin,113 kg,,,,,,,,,,,,,
562,Kawasaki,KLX 250,5.300 €,A2,Trail,2016,http://www.kawasaki-cp.khi.co.jp/,Inyección electrónica,Automático,"61,20 mm",4T,249 cc,Gasolina sin plomo 95/98,"72,00 mm",En línea,DOHC,Digital,1,4,21 nm,22 cv,Líquida,7.000 rpm,7.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo,43 mm,,Horquilla telescópica invertida,,Amortiguador con botella de gas totalmente regulable,90/90-21,"21""",130/70-18,"18""",,250 mm,1,2,Disco,240 mm,1,Disco,890 mm,8 l,1.430 mm,2.200 mm,6,"105,00 mm","27,00 grados",,,,Nissin,138 kg,,,,,,,,,,,,,
563,Kawasaki,ER 6N,6.600 €,A/A2,Naked,2016,http://www.kawasaki.es/es/products,Inyección electrónica,Automático,"60,00 mm",4T,649 cc,Gasolina sin plomo 95/98,"83,00 mm",En línea,DOHC,Digital,2,4,64 nm,72 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Multitubular,Mecánico,Acero,Doble brazo,41 mm,,Horquilla telescópica,,Amortiguador,120/70-17,"17""",160/60-17,"17""",,300 mm,2,2,Disco,220 mm,1,Disco,805 mm,16 l,1.410 mm,2.100 mm,6,,,,Tokico,,,204 kg,,,,,,,,,,,,,
564,Kawasaki,1400 GTR,18.600 €,A,Deportiva,2016,http://www.kawasaki.es/es/products,Inyección electrónica,Automático,"61,00 mm",4T,1.352 cc,Gasolina sin plomo 95/98,"84,00 mm",En linea,DOHC,Digital,4,4,136 nm,155 cv,Líquida,6.200 rpm,8.800 rpm,Multi disco en baño aceite con sistema anti rebote,Cardan,Monocasco,Hidráulico,Aluminio,Doble brazo de aluminio,43 mm,113 mm,Horquilla invertida,136 mm,Doble brazo,120/70-17,"17""",190/50-17,"17""",ABS,270 mm,2,4,Disco,270 mm,2,Disco,815 mm,22 l,1.520 mm,2.230 mm,6,"112,00 mm","26,00 grados",,,,,312 kg,,,,,,,,,,,,,
565,Kawasaki,ER 6F,7.250 €,A/A2,Deportiva,2016,http://www.kawasaki.es/es/products,Inyección electrónica,Automático,"60,00 mm",4T,649 cc,Gasolina sin plomo 95/98,"83,00 mm",En linea,DOHC,Automatico,2,4,64 nm,72 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,,Multibular,Mecánico,Acero,Doble brazo,41 mm,,Horquilla telescópica,,Amortiguador,120/70-17,"17""",170/60-17,"17""",,300 mm,2,2,Disco,220 mm,1,Disco,805 mm,16 l,1.410 mm,2.110 mm,6,,,,Tokico,,,211 kg,,,,,,,,,,,,,
566,Kawasaki,Versys 650,7.699 €,A2,Trail,2016,http://www.kawasaki-cp.khi.co.jp/,Inyección electrónica,Automático,"60,00 mm",4T,649 cc,Gasolina sin plomo 95/98,"83,00 mm",En paralelo,DOHC,Electrónico CDI,2,4,64 nm,69 cv,Líquida,7.000 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Acero,Doble brazo de acero,41 mm,,Horquilla telescópica invertida,,Amortiguador,120/70-17,"17""",160/60-17,"17""",ABS opcional,300 mm,2,2,Disco semiflotante,250 mm,1,Disco,840 mm,21 l,1.415 mm,2.165 mm,6,"108,00 mm","25,00 grados",,Nissin,,,214 kg,,,,,,,,,,,,,
567,Kawasaki,Versys 1000,13.299 €,A,Trail,2016,http://www.kawasaki-cp.khi.co.jp/,Inyección electrónica,Automático,"56,00 mm",4T,1.043 cc,Gasolina sin plomo 95/98,"77,00 mm",En linea,DOHC,Electrónico CDI,4,4,102 nm,120 cv,Líquida,7.500 rpm,9.000 rpm,Multi disco en baño aceite servoasistido con sistema anti rebote,Cadena,Doble viga,Mecánico,Aluminio,,43 mm,150 mm,Horquilla telescópica invertida,150 mm,Doble brazo,120/70-17,"17""",180/55-17,"17""",ABS,310 mm,2,4,Disco semiflotante,250 mm,1,Disco,840 mm,21 l,1.520 mm,2.240 mm,6,"106,00 mm","27,00 grados",,Nissin,,,250 kg,,,,,,,,,,,,,
568,Suzuki,Katana 2022,N.D.,A,Naked,2022,moto.suzuki.es,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro tiempos,999 cc,Gasolina sin plomo 95/98,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,108 nm,152 cv,Líquida,9.500 rpm,11.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla invertida,63 mm,Monoamortiguador hidráulico,120/70-17,17,190/50-17,17,ABS,310 mm,2,4,Disco,,1,Disco,825 mm,12 l,1.460 mm,2.125 mm,6,"100,00 mm","25,00 grados",KYB,Bremgo,Monobloque radial,Brembo,215 kg,KYB,Brembo,,,,,,,,,,140 mm,
569,Suzuki,GSX S 1000 GT 2022,15.275 €,A,Deportiva,2022,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro Tiempos,999 cc,Gasolina sin plomo 95,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,106 nm,152 cv,Líquida,9.250 rpm,11.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla invertida multiregulable,,Monoamortiguador con bieletas,120/70 ZR17,17,190/50-17,17,ABS,,2,4,Disco,,,Disco,810 mm,19 l,1.460 mm,2.140 mm,6,"100,00 mm","25,00 grados",KYB,,,,226 kg,,,,,,,,,,,,140 mm,
570,Suzuki,V Strom 650 XT 2022,9.695 €,A/A2,Trail,2022,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"62,60 mm",4 Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,62 nm,70 cv,Líquida,6.500 rpm,8.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco,260 mm,2,Disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,Tokico,,,215 kg,,,,,,,,,,,,165 mm,
571,Suzuki,V Strom 650 2022,9.195 €,A/A2,Trail,2022,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"62,60 mm",4 Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,62 nm,70 cv,Líquida,6.500 rpm,8.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco,260 mm,2,Disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,Tokico,,,214 kg,,,,,,,,,,,,165 mm,
572,Suzuki,GSX S 950 A2 2021,N.D.,A,Naked,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro Tiempos,999 cc,Gasolina sin plomo 95,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,76 nm,47 cv,Líquida,3.250 rpm,6.100 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla invertida multiregulable,,Monoamortiguador con bieletas,120/70 ZR17,17,190/50-17,17,ABS,310 mm,2,4,Disco,250 mm,1,Disco,810 mm,19 l,1.460 mm,2.115 mm,6,"100,00 mm","25,00 grados",KYB,,,,214 kg,,,,,,,,,,,,140 mm,
573,Suzuki,GSX S 950 2021,N.D.,A,Naked,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro Tiempos,999 cc,Gasolina sin plomo 95,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,92 nm,95 cv,Líquida,6.500 rpm,7.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla invertida multiregulable,,Monoamortiguador con bieletas,120/70 ZR17,17,190/50-17,17,ABS,310 mm,2,4,Disco,250 mm,1,Disco,810 mm,19 l,1.460 mm,2.115 mm,6,"100,00 mm","25,00 grados",KYB,,,,214 kg,,,,,,,,,,,,140 mm,
574,Suzuki,Burgman 400 2021,8.395 €,A2,Scooter,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"77,60 mm",Cuatro Tiempos,400 cc,Gasolina sin plomo 95,"81,00 mm",,DOHC,Electrónico CDI,1,4,35 nm,29 cv,Líquida,4.900 rpm,6.300 rpm,Centrífugo,Correa,Tubular,,Acero,Motor basculante con bieletas,41 mm,110 mm,Horquilla convencional,,Monoamortiguador,120/70-15,15,150/70-13,13,ABS,260 mm,2,,Disco,210 mm,,Disco,755 mm,13 l,1.580 mm,2.235 mm,,,,,,,,218 kg,,,,,,,,,,,,125 mm,
575,Suzuki,GSX S 1000 2021,13.029 €,A,Naked,2021,https://moto.suzuki.es/,Inyección electrónica,Automático,"59,00 mm",Cuatro Tiempos,999 cc,Gasolina sin plomo 95/98,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,,145 cv,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla telescópica invertida,,Monoamortiguador,120/70-17,"17""",190/50-17,"17""",ABS,310 mm,2,4,Disco flotante,,1,Disco,810 mm,17 l,,2.115 mm,6,"100,00 mm","25,00 grados",Kayaba,Brembo,Radial monobloque,,209 kg,Pro-Link,Brembo,,,,,,,,,,140 mm,
576,Suzuki,SV 650 2021,6.595 €,A/A2,Naked,2021,https://moto.suzuki.es/,Inyección electrónica,Automático,"62,60 mm",Cuatro Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90º,DOHC,Electrónico CDI,2,4,64 nm,76 cv,Líquida,8.100 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Tubular,Mecánico,Acero,Doble brazo de acero,41 mm,125 mm,Horquilla hidráulica,130 mm,Monoamortiguador progresivo,120/70-17,"17""",160/60-17,"17""",,290 mm,2,2,Disco,240 mm,1,Disco,785 mm,14 l,1.445 mm,2.140 mm,6,"104,00 mm","25,00 grados",,Tokico,,Nissin,195 kg,,,,,,,,,,,,135 mm,
577,Suzuki,GSX1300 RR Hayabusa 2021,21.995 €,A,Deportiva,2021,moto.suzuki.es,Inyección electrónica,Eléctrico,"62,00 mm",Cuatro tiempos,1.340 cc,Gasolina sin plomo 98,"81,00 mm",En línea,DOHC,Electrónico CDI,4,4,150 nm,190 cv,Líqiudo,7.000 rpm,9.700 rpm,Multidisco en baño de aceite asistido,Cadena,Doble viga,Mecánico por cable,Aluminio,Doble brazo de aluminio,43 mm,,Horquilla invertida ajustable,,Monoamortiguador con sistema progresivo,120/70-17,17,190/50-17,17,ABS con asistencia en curva,320 mm,2,4,Disco,,2,Disco,800 mm,20 l,1.480 mm,2.180 mm,6,"90,00 mm","23,00 grados",KYB,Brembo Stylema,Anclaje radial,Nissin,264 kg,,Brembo,,,,,,,,,,125 mm,
578,Suzuki,GSX R 1000 R 100 Aniversario,22.995 €,A,Deportiva,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"57,30 mm",4 Tiempos,999 cc,Gasolina sin plomo 95/98,"74,50 mm",En línea,DOHC,Electrónico CDI,4,4,,199 cv,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Hidráulico,Aluminio,Doble brazo con refuerzos de aluminio,,,Horquilla invertida multiregulable con cámara externa,,Monoamortiguador con bieletas multiregulable,120/70 ZR17,17,190/50 ZR17,17,ABS,320 mm,2,4,Disco,,1,Disco,810 mm,17 l,1.405 mm,2.045 mm,6,"98,00 mm","23,50 grados",Showa,Brembo,Monobloque radial,,202 kg,,,,,,,,,,,,130 mm,
579,Suzuki,V Strom 1050 A2 2021,13.395 €,A2,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,,47 cv,Líquida,,,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,855 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,236 kg,,,,,,,,,,,,165 mm,
580,Suzuki,V Strom 1050 XT A2 2021,14.995 €,A,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,,47 cv,Líquida,,,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,850 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,247 kg,,,,,,,,,,,,160 mm,
581,Suzuki,V Strom 1050 2021,13.395 €,A,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,855 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,236 kg,,,,,,,,,,,,165 mm,
582,Suzuki,V Strom 1050 XT 2021,14.995 €,A,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,850 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,247 kg,,,,,,,,,,,,160 mm,
583,Suzuki,V Strom 650 XT 2021,9.695 €,A/A2,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"62,60 mm",4 Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,62 nm,70 cv,Líquida,6.500 rpm,8.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco,260 mm,2,Disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,Tokico,,,215 kg,,,,,,,,,,,,165 mm,
584,Suzuki,V Strom 650 2021,9.195 €,A/A2,Trail,2021,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"62,60 mm",4 Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,62 nm,70 cv,Líquida,6.500 rpm,8.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco,260 mm,2,Disco,835 mm,20 l,1.560 mm,2.290 mm,6,,,,Tokico,,,214 kg,,,,,,,,,,,,165 mm,
585,Suzuki,GSX S 750 2020,8.999 €,A / A2,Naked,2020,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"46,00 mm",4 Tiempos,749 cc,Gasolina sin plomo 95,"72,00 mm",En línea,DOHC,Electrónico CDI,4,4,,118 cv,Líquida,,10.500 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,41 mm,,Horquilla invertida multiregulable,,Monoamortiguador con bieletas,120/70 ZR17,17,180/55 ZR17,17,ABS,310 mm,2,4,Disco lobulado,,,Disco lobulado,820 mm,16 l,1.455 mm,2.125 mm,6,,,Kayaba,Nissin,Radial,,213 kg,,,,,,,,,,,,135 mm,
586,Suzuki,V Strom 1050 XT 2020,14.629 €,A/A2,Trail,2020,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,850 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,247 kg,,,,,,,,,,,,160 mm,
587,Suzuki,V Strom 1050 2020,13.029 €,A/A2,Trail,2020,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,855 mm,20 l,1.555 mm,2.265 mm,6,"109,00 mm","25,30 grados",Kayaba,Tokico,Monobloque radial,,236 kg,,,,,,,,,,,,165 mm,
588,Suzuki,Katana 2019,15.199 €,A,Naked,2019,moto.suzuki.es,Inyección electrónica,Eléctrico,"59,00 mm",Cuatro tiempos,999 cc,Gasolina sin plomo 95/98,"73,40 mm",En línea,DOHC,Electrónico CDI,4,4,108 nm,147 cv,Líquida,9.500 rpm,9.000 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,120 mm,Horquilla invertida,63 mm,Monoamortiguador hidráulico,120/70-17,17,190/50-17,17,ABS,310 mm,2,4,Disco,,1,Disco,825 mm,12 l,1.460 mm,2.125 mm,6,"100,00 mm","25,00 grados",KYB,Bremgo,Monobloque radial,Brembo,215 kg,KYB,Brembo,,,,,,,,,,140 mm,
589,Suzuki,Address 125 2018,2.249 €,A1,Scooter,2018,https://moto.suzuki.es/,Inyección electrónica,Automático/pedal,"55,20 mm",4T,113 cc,Gasolina sin plomo 95/98,"51,00 mm",,SOHC,Electrónico digital CDI,1,2,,,Aire,,,Automático centrífugo en seco,Correa,Tubular,Automático,,"Motor, monobrazo",,,Horquilla telescópica,,Amortiguador,80/90-14,"14""",90/90-14,"14""",CBS,,,2,Disco,,,Tambor,755 mm,5 l,1.260 mm,1.845 mm,,"97,00 mm","25,00 grados",,,,,97 kg,,,,,,,,,,,,,
590,Suzuki,Burgman 650 2017,11.199 €,A,Scooter,2017,moto.suzuki.es,Inyección electrónica,Eléctrico,"71,30 mm",Cuatro tiempos,638 cc,Gasolina sin plomo 95,"75,50 mm",En línea,DOHC,Electrónico,2,4,62 nm,55 cv,Líquida,5.000 rpm,7.000 rpm,"Multidisco en baño de aceite, automático",Correa,Estructura tubular,Hidráulico,Acero,Monobrazo,,110 mm,Horquilla convencional hidráulica,100 mm,Monoamortibuador,120/70-15,15,160/60-14,14,ABS,260 mm,2,2,Disco,230 mm,2,Disco,755 mm,15 l,1.590 mm,2.270 mm,,"106,00 mm","26,00 grados",,,Nissin,Nissin,246 kg,,,,,,,,,,,,120 mm,
591,Suzuki,SV 650 X 2018,6.699 €,A/A2,Naked,2018,https://moto.suzuki.es/,Inyección electrónica,Automático,"62,60 mm",4T,645 cc,Gasolina sin plomo 95/98,"81,00 mm",En V a 90º,DOHC,Electrónico CDI,2,4,64 nm,71 cv,Líquida,8.100 rpm,8.500 rpm,Multidisco en baño de aceite,Cadena,Tubular,Mecánico,Acero,Doble brazo de acero,41 mm,125 mm,Horquilla hidráulica,130 mm,Monoamortiguador progresivo,120/70-17,"17""",160/60-17,"17""",,290 mm,2,2,Disco,240 mm,1,Disco,785 mm,14 l,1.445 mm,2.140 mm,6,"104,00 mm","25,00 grados",,Tokico,,Nissin,195 kg,,,,,,,,,,,,,
592,Suzuki,Burgman 400 2017,5.999 €,A2,Scooter,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"77,60 mm",4 Tiempos,399 cc,Gasolina sin plomo 95,"81,00 mm",,DOHC,Electrónico CDI,1,4,,,Líquida,,,Centrífugo,Correa,Tubular,,Acero,Motor basculante con bieletas,41 mm,110 mm,Horquilla convencional,,Monoamortiguador,120/70-15,15,150/70-13,13,ABS,260 mm,2,,Disco,210 mm,,Disco,750 mm,13 l,1.585 mm,2.240 mm,,,,,,,,,,,,,,,,,,,,125 mm,
593,Suzuki,V Strom 1000 2017,12.499 €,A,Trail,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"66,00 mm",4 Tiempos,1.037 cc,Gasolina sin plomo 95,"100,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,103 nm,100 cv,Líquida,4.000 rpm,8.000 rpm,,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de aluminio,43 mm,160 mm,Horquilla invertida multiregulable,159 mm,Monoamortiguador con bieletas multiregulable,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco flotante,260 mm,2,Disco,850 mm,20 l,1.555 mm,2.285 mm,6,,,Kayaba,Tokico,Monobloque radial,,228 kg,,,,,,,,,,,,165 mm,
594,Suzuki,V Strom 650 2017,7.399 €,A/ A2,Trail,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"62,60 mm",4 Tiempos,645 cc,Gasolina sin plomo 95,"81,00 mm",En V a 90 grados,DOHC,Electrónico CDI,2,4,62 nm,68 cv,Líquida,6.500 rpm,8.800 rpm,Multidisco en baño de aceite,Cadena,Doble viga,Mecánico,Aluminio,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-19,"19x2,5",150/70 R17,17x4,ABS,310 mm,2,4,Disco,260 mm,2,Disco,835 mm,20 l,1.560 mm,2.275 mm,6,,,,Tokico,,,214 kg,,,,,,,,,,,,165 mm,
595,Suzuki,V Strom 250 2017,N.D.,A2,Trail,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"55,20 mm",4 Tiempos,248 cc,Gasolina sin plomo 95,"53,50 mm",En línea,DOHC,Electrónico CDI,2,4,23 nm,25 cv,Líquida,6.500 rpm,8.000 rpm,Multidisco en baño de aceite,Cadena,Doble cuna,Mecánico,Acero,Doble brazo de acero,,,Horquilla convencional,,Monoamortiguador con bieletas,110/80-17,17,140/70-17,17,ABS,,1,2,Disco,,1,Disco,,17 l,,,6,,,,Nissin,,,,,,,,,,,,,,,,
596,Suzuki,GSX-R 1000 R 2017,N.D.,A,Deportiva,2017,https://moto.suzuki.es/,Inyección electrónica,Eléctrico,"57,30 mm",4 Tiempos,999 cc,Gasolina sin plomo 95/98,"74,50 mm",En línea,DOHC,Electrónico CDI,4,4,,199 cv,Líquida,,,Multidisco en baño de aceite,Cadena,Doble viga,Hidráulico,Aluminio,Doble brazo con refuerzos de aluminio,,,Horquilla invertida multiregulable con cámara externa,,Monoamortiguador con bieletas multiregulable,120/70 ZR17,17,190/50 ZR17,17,ABS,320 mm,2,4,Disco,,1,Disco,810 mm,17 l,1.405 mm,2.045 mm,6,"98,00 mm","23,50 grados",Showa,Brembo,Monobloque radial,,202 kg,,,,,,,,,,,,130 mm,
